eco,opening,rating_band,games,white_win_rate,pct_of_band
B94,Sicilian Defense: Najdorf Variation,1600-2000,1060,0.5018867924528302,0.030853929058667
C21,Center Game: Kieseritzky Variation #2,1600-2000,1051,0.5803996194100857,0.030591961736470767
E81,"King's Indian Defense: Saemisch Variation, Normal Defense",1600-2000,1049,0.5185891325071497,0.030533746775982723
B12,Caro-Kann Defense: Maroczy Variation,1600-2000,1047,0.5195797516714422,0.030475531815494672
E32,Nimzo-Indian Defense: Classical Variation,1600-2000,1043,0.5282837967401726,0.030359101894518566
C25,Vienna Game: Omaha Gambit,1600-2000,1041,0.5802113352545629,0.030300886934030515
D02,"Queen's Gambit Refused: Baltic Defense, Pseudo-Slav",1600-2000,1040,0.5028846153846154,0.03027177945378649
B27,Sicilian Defense: Katalimov Variation,1600-2000,1038,0.5086705202312138,0.03021356449329844
A04,Zukertort Opening: Wade Defense,1600-2000,1032,0.5377906976744186,0.030038919611834285
C00,French Defense,1600-2000,1030,0.3990291262135922,0.029980704651346238
B15,Caro-Kann Defense: Main Line,1600-2000,1020,0.4980392156862745,0.02968962984890598
C31,"King's Gambit, Falkbeer Countergambit Accepted",1600-2000,1018,0.6168958742632613,0.029631414888417928
C02,"French Defense: Advance, Steinitz Variation",1600-2000,1017,0.3647984267453294,0.029602307408173902
C00,French Defense: Schlechter Variation,1600-2000,1012,0.45849802371541504,0.029456770006953778
B17,Caro-Kann Defense: Karpov Variation,1600-2000,1006,0.47813121272365805,0.029282125125489625
A50,Slav Indian,1600-2000,1002,0.4880239520958084,0.029165695204513523
B28,Sicilian Defense: O'Kelly Variation,1600-2000,1002,0.43812375249500995,0.029165695204513523
D07,"Queen's Gambit Refused: Chigorin Defense, Exchange Variation",1600-2000,1002,0.5708582834331337,0.029165695204513523
C21,"Danish Gambit Declined, Sorensen Defense",1600-2000,997,0.4262788365095286,0.029020157803293395
B92,"Sicilian Defense: Najdorf Variation, Opocensky Variation",1600-2000,992,0.45564516129032256,0.02887462040207327
C57,"Italian Game: Two Knights Defense, Polerio Defense",1600-2000,992,0.3971774193548387,0.02887462040207327
A13,English Opening: Agincourt Defense #3,1600-2000,991,0.5671039354187689,0.028845512921829245
D15,Slav Defense: Schlechter Variation,1600-2000,988,0.4979757085020243,0.028758190481097165
C21,"Danish Gambit Accepted, Copenhagen Defense",1600-2000,986,0.5740365111561866,0.028699975520609114
A36,"English Opening: Symmetrical Variation, Fianchetto Variation",1600-2000,985,0.5756345177664974,0.02867086804036509
C41,Philidor Defense: Nimzowitsch Variation,1600-2000,982,0.6415478615071283,0.028583545599633012
D31,Semi-Slav Defense: Noteboom Variation,1600-2000,978,0.523517382413088,0.02846711567865691
B01,Scandinavian Defense: Kloosterboer Gambit,1600-2000,972,0.4845679012345679,0.02829247079719276
C26,Vienna Game: Mengarini Variation,1600-2000,970,0.465979381443299,0.02823425583670471
B02,Alekhine Defense: Mokele Mbembe,1600-2000,969,0.651186790505676,0.028205148356460683
C49,Four Knights Game: Double Spanish,1600-2000,969,0.49226006191950467,0.028205148356460683
B80,Sicilian Defense: Scheveningen Variation,1600-2000,967,0.45708376421923474,0.028146933395972632
C65,Ruy Lopez: Berlin Defense,1600-2000,964,0.6628630705394191,0.028059610955240556
E10,Blumenfeld Countergambit #2,1600-2000,960,0.5114583333333333,0.02794318103426445
C44,Scotch Game: Lolli Variation,1600-2000,958,0.6002087682672234,0.0278849660737764
A45,Paleface Attack,1600-2000,956,0.35669456066945604,0.027826751113288348
D12,"Slav Defense: Quiet Variation, Schallopp Defense",1600-2000,953,0.453305351521511,0.027739428672556275
D44,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",1600-2000,953,0.5739769150052466,0.027739428672556275
D20,"Queen's Gambit Accepted: Central Variation, McDonnell Defense",1600-2000,953,0.5498426023084995,0.027739428672556275
A84,Dutch Defense,1600-2000,949,0.5258166491043204,0.027622998751580172
A10,English Opening: Anglo-Lithuanian Variation,1600-2000,949,0.5521601685985248,0.027622998751580172
E61,King's Indian Defense: Semi-Classical Variation,1600-2000,944,0.4777542372881356,0.027477461350360045
B06,"Modern Defense: Two Knights Variation, Suttles Variation",1600-2000,942,0.4447983014861996,0.027419246389871994
B00,Nimzowitsch Defense: Kennedy Variation,1600-2000,941,0.5143464399574921,0.027390138909627968
A45,"Trompowsky Attack: Classical Defense, Big Center Variation",1600-2000,941,0.5037194473963869,0.027390138909627968
A09,Reti Opening: Advance Variation,1600-2000,941,0.5462274176408076,0.027390138909627968
A13,English Opening: Agincourt Defense #2,1600-2000,939,0.5410010649627263,0.027331923949139917
C67,"Ruy Lopez: Berlin Defense, Rio Gambit Accepted",1600-2000,938,0.6364605543710021,0.027302816468895888
B33,"Sicilian Defense: Lasker-Pelikan Variation, Schlechter Variation",1600-2000,937,0.4610458911419424,0.02727370898865187
C01,French Defense: Perseus Gambit,1600-2000,936,0.4284188034188034,0.027244601508407844
D13,Slav Defense: Exchange Variation,1600-2000,930,0.4698924731182796,0.02706995662694369
B06,Modern Defense: Bishop Attack,1600-2000,921,0.4755700325732899,0.026807989304747457
A49,Indian Game: Przepiorka Variation,1600-2000,918,0.5076252723311547,0.026720666864015384
D20,"Queen's Gambit Accepted: Central Variation, Alekhine System",1600-2000,915,0.5453551912568306,0.026633344423283307
C55,"Italian Game: Two Knights Defense, de Riviere Gambit",1600-2000,915,0.4601092896174863,0.026633344423283307
D85,Gruenfeld Defense: Exchange Variation,1600-2000,909,0.4213421342134213,0.026458699541819154
D06,"Queen's Gambit Refused: Chigorin Defense, Modern Gambit",1600-2000,902,0.6906873614190687,0.026254947180110972
A00,Hungarian Opening: Reversed Alekhine,1600-2000,894,0.5123042505592841,0.02602208733815877
B33,"Sicilian Defense: Lasker-Pelikan Variation, Retreat Variation",1600-2000,893,0.3997760358342665,0.025992979857914746
D00,"Queen's Pawn Opening: Veresov Attack, Irish Gambit",1600-2000,889,0.4161979752530934,0.025876549936938643
B18,"Caro-Kann Defense: Classical Variation, Main Line",1600-2000,887,0.5062006764374295,0.025818334976450592
C78,Ruy Lopez: Morphy Defense,1600-2000,885,0.5615819209039548,0.02576012001596254
B56,Sicilian Defense: Modern Variations,1600-2000,883,0.5277463193657984,0.02570190505547449
D52,Queen's Gambit Declined,1600-2000,880,0.5022727272727273,0.025614582614742417
E00,Indian Game: Seirawan Attack,1600-2000,875,0.47085714285714286,0.02546904521352229
D00,Amazon Attack,1600-2000,872,0.40022935779816515,0.025381722772790213
B00,"Nimzowitsch Defense: Lean Variation, Colorado Counter Accepted",1600-2000,868,0.47119815668202764,0.025265292851814107
C31,"King's Gambit, Falkbeer Countergambit, Blackburne Attack",1600-2000,861,0.4529616724738676,0.025061540490105935
D24,Queen's Gambit Accepted: Showalter Variation,1600-2000,857,0.6079346557759626,0.02494511056912983
B22,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",1600-2000,854,0.48711943793911006,0.024857788128397753
C21,Center Game: von der Lasa Gambit,1600-2000,854,0.5152224824355972,0.024857788128397753
A09,Reti Opening,1600-2000,848,0.5412735849056604,0.0246831432469336
B00,Nimzowitsch Defense: Pseudo-Spanish Variation,1600-2000,844,0.4834123222748815,0.024566713325957494
A44,Old Benoni Defense,1600-2000,843,0.4377224199288256,0.02453760584571347
B00,Guatemala Defense,1600-2000,832,0.6802884615384616,0.02421742356302919
A00,Polish Opening: King's Indian Variation,1600-2000,830,0.5036144578313253,0.02415920860254114
D20,"Queen's Gambit Accepted: Central Variation, Modern Defense",1600-2000,830,0.6036144578313253,0.02415920860254114
C25,"Vienna Game: Vienna Gambit, Steinitz Gambit, Knight Variation",1600-2000,822,0.6374695863746959,0.023926348760588936
A40,"Englund Gambit Declined, Reversed Krebs",1600-2000,821,0.47868453105968334,0.02389724128034491
A10,"English Opening: Anglo-Scandinavian Defense, Malvinas Variation",1600-2000,817,0.583843329253366,0.02378081135936881
B14,Caro-Kann Defense: Panov Attack,1600-2000,816,0.5098039215686274,0.023751703879124786
D80,Gruenfeld Defense,1600-2000,816,0.41911764705882354,0.023751703879124786
D00,Blackmar-Diemer Gambit: Netherlands Variation,1600-2000,814,0.5798525798525799,0.023693488918636735
E00,"Kangaroo Defense: Keres Defense, Transpositional Variation",1600-2000,810,0.5777777777777777,0.02357705899766063
B02,Alekhine Defense: Krejcik Variation,1600-2000,808,0.4207920792079208,0.02351884403717258
C30,"King's Gambit Declined, Petrov's Defense",1600-2000,804,0.5497512437810945,0.02340241411619648
B12,"Caro-Kann Defense: Advance Variation, Bayonet Attack",1600-2000,803,0.47073474470734744,0.023373306635952454
C64,"Ruy Lopez: Classical Variation, Zukertort Gambit",1600-2000,801,0.6279650436953808,0.023315091675464403
B76,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Modern Line",1600-2000,796,0.5326633165829145,0.023169554274244275
C77,"Ruy Lopez: Morphy Defense, Tarrasch Variation",1600-2000,795,0.45660377358490567,0.02314044679400025
C01,"French Defense: Winawer Variation, Delayed Exchange Variation",1600-2000,793,0.510718789407314,0.0230822318335122
B12,Caro-Kann Defense #2,1600-2000,790,0.40632911392405063,0.022994909392780125
C50,"Italian Game: Giuoco Pianissimo, Canal Variation",1600-2000,788,0.516497461928934,0.02293669443229207
D26,"Queen's Gambit Accepted: Normal Variation, Traditional System",1600-2000,787,0.5921219822109276,0.022907586952048045
A00,Grob Opening: Grob Gambit,1600-2000,787,0.5095298602287166,0.022907586952048045
A15,"English Opening: Anglo-Indian Defense, King's Knight Variation",1600-2000,786,0.549618320610687,0.02287847947180402
B34,Sicilian Defense: Accelerated Dragon,1600-2000,785,0.5082802547770701,0.022849371991559994
C78,"Ruy Lopez: Morphy Defense, Neo-Arkhangelsk Variation",1600-2000,782,0.5728900255754475,0.022762049550827917
C36,"King's Gambit Accepted, Abbazia Defense",1600-2000,780,0.47307692307692306,0.02270383459033987
C41,Philidor Defense: Steinitz Variation,1600-2000,774,0.47416020671834624,0.022529189708875713
C30,King's Gambit Declined: Keene's Defense #2,1600-2000,774,0.6692506459948321,0.022529189708875713
C68,"Ruy Lopez: Exchange Variation, Keres Variation",1600-2000,774,0.44573643410852715,0.022529189708875713
A00,"Grob Opening: Spike, Hurst Attack",1600-2000,770,0.5324675324675324,0.022412759787899614
A50,Mexican Defense,1600-2000,770,0.5675324675324676,0.022412759787899614
D40,"Queen's Gambit Declined: Semi-Tarrasch Defense, Pillsbury Variation",1600-2000,764,0.5261780104712042,0.022238114906435458
C51,"Italian Game: Evans Gambit, McDonnell Defense",1600-2000,763,0.6369593709043251,0.022209007426191432
C00,French Defense: Chigorin Variation,1600-2000,754,0.5212201591511937,0.021947040103995206
C57,"Italian Game: Two Knights Defense, Knight Attack",1600-2000,754,0.8156498673740054,0.021947040103995206
B07,Pirc Defense: Roscher Gambit,1600-2000,750,0.4093333333333333,0.021830610183019104
C43,"Russian Game: Modern Attack, Symmetrical Variation #2",1600-2000,749,0.5433911882510013,0.021801502702775078
D00,Blackmar-Diemer Gambit: von Popiel Gambit,1600-2000,744,0.510752688172043,0.02165596530155495
A00,Van Geet Opening: Dunst-Perrenet Gambit,1600-2000,742,0.49865229110512127,0.0215977503410669
B23,Sicilian Defense: Closed #2,1600-2000,740,0.5054054054054054,0.021539535380578848
B09,Pirc Defense: Austrian Attack,1600-2000,739,0.516914749661705,0.021510427900334823
B00,Nimzowitsch Defense: Lean Variation,1600-2000,738,0.42953929539295393,0.021481320420090797
A04,Zukertort Opening: Quiet System,1600-2000,738,0.4241192411924119,0.021481320420090797
C48,Four Knights Game: Ranken Variation,1600-2000,734,0.5885558583106267,0.021364890499114695
D45,Semi-Slav Defense: Normal Variation,1600-2000,731,0.45964432284541723,0.021277568058382622
A43,Benoni Defense: Benoni-Indian Defense,1600-2000,728,0.4684065934065934,0.021190245617650542
D37,Queen's Gambit Declined: Harrwitz Attack,1600-2000,724,0.48756906077348067,0.021073815696674443
D00,Blackmar-Diemer Gambit: Teichmann Variation,1600-2000,721,0.5922330097087378,0.020986493255942366
B41,"Sicilian Defense: Kan Variation, Maroczy Bind, Reti Variation",1600-2000,720,0.475,0.02095738577569834
C15,French Defense: Winawer Variation,1600-2000,719,0.44506258692628653,0.020928278295454315
A00,Polish Opening: Bugayev Attack,1600-2000,713,0.5007012622720898,0.020753633413990162
B27,Sicilian Defense: Jalalabad Variation,1600-2000,713,0.6241234221598878,0.020753633413990162
B43,"Sicilian Defense: Kan Variation, Wing Attack",1600-2000,712,0.4143258426966292,0.020724525933746137
D05,Colle System: Traditional Colle,1600-2000,710,0.5352112676056338,0.020666310973258085
C70,"Ruy Lopez: Morphy Defense, Classical Defense Deferred",1600-2000,707,0.536067892503536,0.02057898853252601
B84,"Sicilian Defense: Scheveningen Variation, Classical Variation",1600-2000,704,0.46448863636363635,0.020491666091793932
A52,Budapest Defense: Rubinstein Variation,1600-2000,698,0.48424068767908307,0.02031702121032978
D07,"Queen's Gambit Refused: Chigorin Defense, Main Line",1600-2000,695,0.5510791366906475,0.020229698769597702
D40,Queen's Gambit Declined: Semi-Tarrasch Defense,1600-2000,694,0.5057636887608069,0.020200591289353677
E71,King's Indian Defense: Makogonov Variation,1600-2000,692,0.49421965317919075,0.020142376328865626
C31,King's Gambit Declined: Falkbeer Countergambit,1600-2000,691,0.36324167872648333,0.0201132688486216
A52,Budapest Defense,1600-2000,689,0.4412191582002903,0.02005505388813355
C57,"Italian Game: Two Knights Defense, Ulvestad Variation",1600-2000,684,0.39035087719298245,0.01990951648691342
A80,Dutch Defense: Hopton Attack,1600-2000,682,0.6392961876832844,0.01985130152642537
C45,Scotch Game: Potter Variation,1600-2000,681,0.47430249632892807,0.019822194046181345
B02,Alekhine Defense: Brooklyn Variation,1600-2000,681,0.5491923641703378,0.019822194046181345
B28,"Sicilian Defense: O'Kelly Variation, Yerevan System",1600-2000,678,0.443952802359882,0.019734871605449268
B00,"Nimzowitsch Defense: Kennedy Variation, de Smet Gambit",1600-2000,677,0.5465288035450517,0.019705764125205243
B21,Sicilian Defense: Morphy Gambit,1600-2000,677,0.4933530280649926,0.019705764125205243
B80,"Sicilian Defense: Scheveningen Variation, English Attack #2",1600-2000,676,0.507396449704142,0.01967665664496122
C42,Russian Game: Classical Attack,1600-2000,674,0.5727002967359051,0.01961844168447317
C45,Scotch Game: Mieses Variation,1600-2000,671,0.4262295081967213,0.01953111924374109
B03,Alekhine Defense: Four Pawns Attack,1600-2000,670,0.5223880597014925,0.019502011763497064
C00,French Defense: Pelikan Variation,1600-2000,670,0.4925373134328358,0.019502011763497064
C07,"French Defense: Tarrasch Variation, Open System, Suechting Line",1600-2000,668,0.49550898203592814,0.019443796803009013
C41,Philidor Defense: Bird Gambit,1600-2000,668,0.5748502994011976,0.019443796803009013
A08,King's Indian Attack: Sicilian Variation,1600-2000,667,0.5427286356821589,0.01941468932276499
A22,"English Opening: King's English Variation, Two Knights Variation, Reversed Dragon",1600-2000,666,0.5435435435435435,0.019385581842520965
B15,Caro-Kann Defense: Tartakower Variation,1600-2000,658,0.42857142857142855,0.019152722000568757
B08,"Pirc Defense: Classical Variation, Schlechter Variation",1600-2000,656,0.4969512195121951,0.01909450704008071
A16,English Opening: Anglo-Gruenfeld Defense,1600-2000,656,0.49390243902439024,0.01909450704008071
B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Paulsen Formation",1600-2000,652,0.5322085889570553,0.018978077119104608
A04,Zukertort Opening: Vos Gambit,1600-2000,651,0.5698924731182796,0.018948969638860582
E21,"Nimzo-Indian Defense: Three Knights Variation, Duchamp Variation",1600-2000,643,0.4867807153965785,0.018716109796908378
C21,Center Game: Kieseritzky Variation #4,1600-2000,638,0.6269592476489029,0.018570572395688253
C22,Center Game: Hall Variation,1600-2000,638,0.33072100313479624,0.018570572395688253
A18,English Opening: Mikenas-Carls Variation #2,1600-2000,637,0.5572998430141287,0.018541464915444224
C23,Bishop's Opening: Calabrese Countergambit,1600-2000,637,0.48194662480376765,0.018541464915444224
A48,"Indian Game: Colle System, King's Indian Variation",1600-2000,636,0.3789308176100629,0.0185123574352002
B32,Sicilian Defense: Godiva Variation,1600-2000,635,0.4204724409448819,0.018483249954956173
C41,Philidor Defense: Lion Variation,1600-2000,633,0.3791469194312796,0.018425034994468122
C21,"Danish Gambit Accepted, Classical Defense",1600-2000,633,0.6113744075829384,0.018425034994468122
B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Scheveningen Formation",1600-2000,632,0.5348101265822784,0.018395927514224097
D85,"Gruenfeld Defense: Exchange Variation, Modern Exchange Variation",1600-2000,629,0.4610492845786963,0.018308605073492024
C54,"Italian Game: Giuoco Piano, Greco's Attack",1600-2000,625,0.5216,0.01819217515251592
C46,Four Knights Game: Halloween Gambit,1600-2000,625,0.584,0.01819217515251592
B29,"Sicilian Defense: Nimzowitsch Variation, Closed Variation",1600-2000,621,0.500805152979066,0.018075745231539816
A84,Dutch Defense: Classical Variation,1600-2000,621,0.47020933977455714,0.018075745231539816
B72,"Sicilian Defense: Dragon, 6.Be3",1600-2000,620,0.4338709677419355,0.01804663775129579
C44,"Scotch Game: Scotch Gambit, Sarratt Variation",1600-2000,620,0.5129032258064516,0.01804663775129579
D00,Blackmar-Diemer Gambit: Zeller Defense,1600-2000,617,0.5445705024311183,0.017959315310563717
A00,Van Geet Opening: Napoleon Attack,1600-2000,617,0.5948136142625607,0.017959315310563717
E00,Kangaroo Defense,1600-2000,616,0.5909090909090909,0.01793020783031969
B86,Sicilian Defense: Sozin Attack,1600-2000,613,0.45024469820554647,0.017842885389587615
C20,King's Pawn Game: Alapin Opening,1600-2000,613,0.48776508972267535,0.017842885389587615
C53,"Italian Game: Classical Variation, La Bourdonnais Variation",1600-2000,609,0.48932676518883417,0.017726455468611513
C00,"French Defense: Horwitz Attack, Papa-Ticulat Gambit",1600-2000,605,0.5586776859504132,0.01761002554763541
E24,"Nimzo-Indian Defense: Saemisch Variation, Accelerated",1600-2000,604,0.4337748344370861,0.017580918067391385
C05,"French Defense: Tarrasch Variation, Closed Variation #2",1600-2000,602,0.5149501661129569,0.017522703106903334
A27,"English Opening: King's English Variation, Three Knights System",1600-2000,597,0.5376884422110553,0.017377165705683206
B29,Sicilian Defense: Nimzowitsch Variation,1600-2000,596,0.48825503355704697,0.01734805822543918
A15,"English Opening: Anglo-Indian Defense, King's Indian Formation",1600-2000,595,0.4756302521008403,0.017318950745195155
B38,"Sicilian Defense: Accelerated Dragon, Maroczy Bind",1600-2000,595,0.534453781512605,0.017318950745195155
B45,"Sicilian Defense: Four Knights Variation, Exchange Variation",1600-2000,594,0.468013468013468,0.01728984326495113
B20,Sicilian Defense: Keres Variation,1600-2000,594,0.45791245791245794,0.01728984326495113
C42,Russian Game: Nimzowitsch Attack,1600-2000,593,0.5699831365935919,0.017260735784707104
B01,Scandinavian Defense: Portuguese Variation,1600-2000,593,0.4300168634064081,0.017260735784707104
D91,"Gruenfeld Defense: Three Knights Variation, Petrosian System",1600-2000,591,0.4433164128595601,0.017202520824219053
C58,"Italian Game: Two Knights Defense, Polerio Defense, Bogoljubov Variation",1600-2000,589,0.533106960950764,0.017144305863731002
A45,Indian Game: Reversed Chigorin Defense,1600-2000,588,0.4268707482993197,0.017115198383486976
A00,Polish Opening: Outflank Variation,1600-2000,584,0.4726027397260274,0.016998768462510874
E61,King's Indian Defense: 3.Nc3,1600-2000,581,0.5129087779690189,0.0169114460217788
B06,Modern Defense: Mongredien Defense,1600-2000,578,0.5657439446366782,0.01682412358104672
C45,Scotch Game: Malaniuk Variation,1600-2000,576,0.4635416666666667,0.01676590862055867
B57,"Sicilian Defense: Sozin, not Scheveningen",1600-2000,575,0.48695652173913045,0.016736801140314644
C55,"Italian Game: Two Knights Defense, Max Lange Attack",1600-2000,574,0.6341463414634146,0.01670769366007062
B54,Sicilian Defense: Prins Variation,1600-2000,574,0.47735191637630664,0.01670769366007062
A34,"English Opening: Symmetrical Variation, Fianchetto Variation",1600-2000,573,0.5357766143106457,0.016678586179826593
A04,Zukertort Opening: Arctic Defense,1600-2000,572,0.6206293706293706,0.01664947869958257
B33,Sicilian Defense: Lasker-Pelikan Variation,1600-2000,571,0.5201401050788091,0.016620371219338546
B35,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation",1600-2000,569,0.4446397188049209,0.016562156258850495
C16,"French Defense: Winawer Variation, Advance Variation",1600-2000,568,0.5475352112676056,0.01653304877860647
A21,English Opening: King's English Variation,1600-2000,566,0.5318021201413428,0.016474833818118415
A28,"English Opening: Four Knights System, Nimzowitsch Variation",1600-2000,565,0.46371681415929206,0.01644572633787439
A43,Queen's Pawn Game: Liedmann Gambit,1600-2000,561,0.483065953654189,0.01632929641689829
C72,"Ruy Lopez: Morphy Defense, Modern Steinitz Defense",1600-2000,561,0.5561497326203209,0.01632929641689829
B07,Lion Defense: Lion's Jaw,1600-2000,561,0.4563279857397504,0.01632929641689829
B00,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation",1600-2000,560,0.4875,0.016300188936654265
D80,Gruenfeld Defense: Stockholm Variation,1600-2000,560,0.4517857142857143,0.016300188936654265
A07,King's Indian Attack: Keres Variation #2,1600-2000,558,0.5752688172043011,0.016241973976166214
E40,Nimzo-Indian Defense: Normal Line,1600-2000,552,0.5163043478260869,0.01606732909470206
A22,"English Opening: King's English Variation, Two Knights Variation, Smyslov System",1600-2000,549,0.5446265938069217,0.015980006653969984
B07,Rat Defense: Balogh Defense,1600-2000,549,0.6247723132969034,0.015980006653969984
B12,"Caro-Kann Defense: Advance Variation, Tal Variation",1600-2000,549,0.546448087431694,0.015980006653969984
C20,King's Pawn Game: Tortoise Opening,1600-2000,549,0.366120218579235,0.015980006653969984
C41,Philidor Defense: Philidor Countergambit,1600-2000,547,0.5612431444241316,0.015921791693481933
C70,"Ruy Lopez: Morphy Defense, Graz Variation",1600-2000,546,0.5494505494505495,0.015892684213237907
C47,"Four Knights Game: Italian Variation, Noa Gambit",1600-2000,545,0.42018348623853213,0.01586357673299388
C11,French Defense: Burn Variation,1600-2000,542,0.492619926199262,0.015776254292261805
C37,"King's Gambit Accepted, Blachly Gambit",1600-2000,539,0.5306122448979592,0.01568893185152973
C00,French Defense: Wing Gambit,1600-2000,537,0.5195530726256983,0.015630716891041677
A20,"English Opening: King's English Variation, Nimzowitsch Variation",1600-2000,535,0.5102803738317757,0.015572501930553626
B01,"Scandinavian Defense: Modern Variation, Gipslis Variation",1600-2000,535,0.497196261682243,0.015572501930553626
D00,Blackmar-Diemer Gambit: Euwe Defense,1600-2000,534,0.6610486891385767,0.015543394450309602
C21,Center Game: Halasz-McDonnell Gambit,1600-2000,532,0.5394736842105263,0.015485179489821551
B20,"Sicilian Defense: Wing Gambit, Carlsbad Variation",1600-2000,531,0.512241054613936,0.015456072009577526
C23,Bishop's Opening: Khan Gambit,1600-2000,531,0.5480225988700564,0.015456072009577526
B07,Pirc Defense: Kholmov System,1600-2000,531,0.4613935969868173,0.015456072009577526
C55,Italian Game: Scotch Gambit Declined,1600-2000,530,0.6169811320754717,0.0154269645293335
C37,King's Gambit Accepted: King Knight's Gambit,1600-2000,526,0.4505703422053232,0.015310534608357396
C41,"Philidor Defense: Nimzowitsch Variation, Klein Variation",1600-2000,525,0.5504761904761905,0.015281427128113374
D00,"Queen's Pawn Opening: Veresov, Richter Attack",1600-2000,524,0.35877862595419846,0.015252319647869349
A41,Wade Defense,1600-2000,524,0.5209923664122137,0.015252319647869349
C20,"King's Pawn Game: Clam Variation, King's Gambit Reversed",1600-2000,523,0.45506692160611856,0.015223212167625321
B00,Nimzowitsch Defense: French Connection,1600-2000,522,0.524904214559387,0.015194104687381296
A10,"English Opening: Anglo-Scandinavian Defense, Schulz Gambit",1600-2000,522,0.5421455938697318,0.015194104687381296
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",1600-2000,515,0.47572815533980584,0.014990352325673119
C11,"French Defense: Steinitz Variation, Boleslavsky Variation",1600-2000,513,0.49902534113060426,0.014932137365185068
C11,French Defense: Steinitz Variation #2,1600-2000,513,0.442495126705653,0.014932137365185068
A50,Queen's Indian Accelerated,1600-2000,512,0.537109375,0.014903029884941042
C45,Scotch Game: Steinitz Variation,1600-2000,511,0.3776908023483366,0.014873922404697017
E90,King's Indian Defense: Larsen Variation,1600-2000,506,0.40118577075098816,0.014728385003476889
C41,Philidor Defense: Larsen Variation,1600-2000,504,0.5119047619047619,0.014670170042988838
C57,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",1600-2000,504,0.5337301587301587,0.014670170042988838
A00,Polish Opening: Birmingham Gambit,1600-2000,504,0.4781746031746032,0.014670170042988838
B06,Modern Defense: Pseudo-Austrian Attack,1600-2000,504,0.5773809523809523,0.014670170042988838
A04,Reti Opening,1600-2000,504,0.8492063492063492,0.014670170042988838
D37,Queen's Gambit Declined: Barmen Variation,1600-2000,504,0.5158730158730159,0.014670170042988838
A50,Indian Game: Normal Variation,1600-2000,502,0.6294820717131474,0.014611955082500787
A00,Hungarian Opening: Dutch Defense,1600-2000,502,0.44223107569721115,0.014611955082500787
A10,English Opening: Jaenisch Gambit,1600-2000,502,0.5119521912350598,0.014611955082500787
C33,"King's Gambit Accepted, Polerio Gambit",1600-2000,501,0.500998003992016,0.014582847602256761
C40,Latvian Gambit: Mlotkowski Variation,1600-2000,501,0.5149700598802395,0.014582847602256761
A00,Van't Kruijs Opening,2000-2400,20132,0.43656864693026026,1.5311578297290431
A40,Horwitz Defense,2000-2400,18200,0.5296153846153846,1.3842177876549069
B01,Scandinavian Defense: Mieses-Kotroc Variation,2000-2400,14449,0.5539483701294208,1.0989320227376786
A45,Indian Game,2000-2400,14255,0.4166257453525079,1.084177173792346
A43,Old Benoni Defense,2000-2400,14135,0.4487442518570923,1.0750504631045115
A00,Mieses Opening,2000-2400,13892,0.48063633746040885,1.0565688739616466
A40,Modern Defense,2000-2400,13037,0.5064048477410448,0.9915410603108253
B10,Caro-Kann Defense,2000-2400,11953,0.35882205304107756,0.9090964404307199
C00,French Defense: Knight Variation,2000-2400,11719,0.40634866456182267,0.8912993545894424
B01,Scandinavian Defense,2000-2400,11082,0.4883595018949648,0.8428517320215209
B06,Modern Defense,2000-2400,10795,0.4522464103751737,0.8210236822931165
A00,Hungarian Opening,2000-2400,10621,0.4959984935505131,0.8077899517957563
D02,Queen's Pawn Game: Zukertort Variation,2000-2400,10402,0.5417227456258412,0.7911337047904584
B00,Owen Defense,2000-2400,9777,0.570931778664212,0.7435987532913201
A40,Queen's Pawn,2000-2400,9527,0.5484412721738218,0.7245847726916648
B30,Sicilian Defense: Old Sicilian,2000-2400,9281,0.4354056674927271,0.7058750157816038
B07,Pirc Defense #4,2000-2400,9188,0.4317588158467566,0.6988018149985321
A01,Nimzo-Larsen Attack,2000-2400,8185,0.5197312156383629,0.622517724832715
C01,French Defense: Exchange Variation,2000-2400,8078,0.4335231492943798,0.6143797411360625
B20,Sicilian Defense: Bowdler Attack,2000-2400,7799,0.3176048211309142,0.5931601387868471
A02,Bird Opening,2000-2400,7229,0.50380412228524,0.549808263019633
B23,Sicilian Defense: Closed Variation,2000-2400,7219,0.5223715196010528,0.5490477037956468
A04,Zukertort Opening: Sicilian Invitation,2000-2400,6815,0.5380777696258254,0.5183211111466038
B21,Sicilian Defense: McDonnell Attack,2000-2400,6807,0.4142794182459233,0.517712663767415
B06,Robatsch (Modern) Defense,2000-2400,6434,0.4821262045383898,0.48934380471272915
B50,Sicilian Defense,2000-2400,6358,0.405001572821642,0.48356355461043393
D00,Queen's Pawn Game #2,2000-2400,6356,0.5053492762743864,0.48341144276563675
A00,Saragossa Opening,2000-2400,6346,0.49196344153797666,0.48265088354165053
A41,Queen's Pawn,2000-2400,6317,0.47854994459395284,0.4804452617920905
